accuracy@1,accuracy@5,accuracy@10
136585,136585,136585
138286,138286,138286
135780,135780,135780
134371,134371,134371
138540,140357,140357
129704,138540,138540
133117,129704,129704
141956,133117,133117
142466,141956,141956
122580,142466,142466
132591,138223,138223
120739,144717,144717
145322,122580,122580
146546,132591,132591
145086,120739,120739
136707,145322,145322
147801,146546,146546
148786,145086,145086
148388,136707,136707
148409,147801,147801
151673,148786,148786
151845,148388,148388
151991,148409,148409
152873,151673,151673
152835,151845,151845
152388,151991,151991
152631,151182,151182
152979,152589,152589
129525,151938,151938
150271,152873,152873
155213,152835,152835
155238,152388,152388
158624,152631,152631
160167,152979,152979
149908,152161,152161
161217,153535,153535
160496,155148,155148
165148,129525,129525
161502,150271,150271
171667,155213,155213
170102,155238,155238
175039,155972,155972
220430,158573,158573
210848,158624,153845
203384,160167,158624
220172,149908,160167
220686,161217,149908
193348,160496,161217
222437,165148,160496
184447,161502,165148
222987,164288,161502
224962,171667,164288
230817,170102,171667
233497,175039,170102
227295,220430,175039
155347,210848,220430
229829,203384,210848
238666,220172,203384
245734,220686,220172
186884,193348,220686
185447,222437,193348
269578,184447,222437
261808,222987,184447
264563,224962,222987
260751,230817,224962
266996,228633,230817
264869,233497,228633
269867,227295,233497
269902,155347,227295
274986,229829,155347
272591,238666,229829
279120,246021,238666
280783,245734,246021
288198,186884,244321
289818,185447,245734
289816,269578,186884
287315,261808,185447
297013,264563,269578
309402,260751,261808
308386,266996,264563
310144,264869,260751
310704,269867,266996
311910,266602,264869
318397,269912,263837
317743,269902,269867
317139,270033,266602
324135,274986,269912
320468,272591,269902
323634,279120,270033
324190,280783,274986
324804,288198,272591
318899,289818,279120
340323,289816,280783
349764,285172,288198
353100,287315,289818
340806,297013,289816
354022,120375,285172
353349,308093,287315
354947,309402,297013
353457,308386,120375
359332,310144,308093
373195,310704,309402
371998,314766,308386
374745,311910,310144
374964,314130,310704
376990,318397,314766
382189,314365,311910
387444,317743,314130
389456,317139,318397
391123,321641,314365
389967,324135,317743
394234,320468,317139
404594,323634,321641
391384,324190,323417
407017,324804,324135
408721,282379,320468
368046,318899,323634
371684,339300,324190
,322832,324804
,340323,282379
,348488,318899
,350855,339300
,349764,322832
,353100,340323
,349636,348488
,340806,350855
,354022,349764
,353349,353100
,354947,349636
,353457,340806
,359332,354022
,373195,353349
,371998,354947
,374745,353457
,374964,359332
,376990,373195
,382189,371998
,387718,374745
,387444,374964
,389456,376990
,391123,382189
,389967,387718
,398588,387444
,394234,389456
,404594,391123
,391384,389967
,404600,398588
,407017,394234
,408721,404594
,368046,391384
,419279,404600
,371684,407017
,,408721
,,368046
,,419279
,,371684
