accuracy@1,accuracy@5,accuracy@10
225511,225511,225511
226445,225927,225927
227072,224758,224758
229649,226445,226445
229220,209799,209799
229524,226858,226871
228821,226864,226858
230033,227072,226864
228835,227249,227072
225540,227271,227249
231480,224262,227271
231353,226647,226631
194374,226742,224262
232898,228604,226647
232894,229649,226742
231402,230098,228321
232221,229220,228604
232637,229524,230158
233400,229563,229649
233612,228131,230098
232757,228821,229220
234442,230033,229524
233376,230306,229563
234758,231058,228131
234796,167618,228821
235270,228835,230033
235773,225540,230306
235749,231480,231058
235620,231353,167618
236744,194374,228835
237569,232898,225540
205717,232894,231480
234294,231402,229233
237748,232221,231353
235757,213955,232439
238935,192368,194374
237869,232637,232898
239199,233400,232894
231110,228344,231402
239027,233612,232221
236389,232757,213955
240285,234078,192368
240431,234442,232637
238720,234133,233400
239546,233376,228344
241612,234758,233612
236190,234796,232757
242199,232719,234078
237550,235259,234442
241489,235059,234133
243141,235080,233376
243248,235544,234758
244115,235270,234796
243368,235773,232719
243981,235749,235275
243394,233900,235259
243982,235038,235059
244389,235620,235071
243717,236744,235080
244375,237569,235544
245333,205717,235270
245624,234294,235773
245812,237748,235749
239760,235757,235760
246027,224256,233900
246969,238712,235973
237582,201354,236338
245499,238715,235038
247129,238935,235620
231237,236564,236744
248817,236786,237569
250216,237869,205717
250711,236984,234294
248324,239199,237748
251960,231110,235757
252148,239027,224256
251494,239920,238712
253654,236389,201354
253161,240285,238715
254394,240431,238935
251558,238720,236564
230486,239546,236786
253884,240895,237869
247384,241040,236984
252043,241344,239199
169817,241612,231110
254977,236190,239027
194246,241776,239920
258582,236565,237018
257044,242199,236389
257475,241931,240285
258633,234522,240431
259469,242065,238720
258654,242455,239546
258047,237550,240895
254933,241650,241040
258898,241489,241344
172286,243141,234826
259776,243248,241612
261320,242846,236190
259874,244115,241776
261440,241949,236565
261578,243368,242199
261314,243981,241931
261772,243464,234522
230084,242488,242065
261809,243394,242455
263725,244665,237550
263913,241792,241650
199976,243982,241489
259729,244389,243141
264654,243717,243248
260681,243269,242846
264836,244375,244115
264303,245502,241949
265102,245333,243368
263851,245624,243981
265403,245812,236560
255309,246046,243974
265905,239266,243464
266257,239760,242488
267563,246027,243394
267570,245465,244665
267762,246969,241792
267581,237582,243982
268034,245499,244389
268537,247129,243717
259612,239268,243269
266795,242667,244375
268061,231237,245502
269642,246193,245510
244501,247386,245333
269334,246677,245624
269646,248817,245812
269129,236384,246052
269923,247126,246046
270077,250216,239266
268491,250223,239760
270233,239098,246686
270563,250890,246027
270696,250711,245465
207568,250727,246969
270689,248324,237582
271098,251960,245499
271725,251810,247129
261160,252148,239268
271591,244276,242667
265245,252294,231237
271825,252301,246193
272114,251493,247386
271596,251494,246677
273366,252313,248817
225695,253640,236384
273377,253654,247126
273556,253161,249672
274218,253856,250216
275258,254394,250223
274941,251558,239098
275271,253873,250890
275420,252318,250711
272847,230486,250727
271109,231395,248324
271500,253884,251960
270451,247384,251810
272090,239190,252148
275410,256167,244276
261726,252043,252294
275601,169817,252301
276441,254977,251493
276430,254979,251494
276656,231071,252313
224242,258234,253640
276828,194246,253654
270217,258582,253161
269124,255600,253856
276409,257044,254394
275622,257475,251558
263596,258633,253873
278714,258787,252318
278591,258388,230486
278999,259469,245637
278728,258654,231395
278163,258047,253884
278897,259123,247384
275764,234064,239190
276226,254933,256167
276663,258898,252043
279589,259548,169817
273971,259904,254977
279026,172286,254979
280030,251674,231071
277908,260496,258234
281802,260818,194246
281956,255837,258582
281816,261154,255600
282120,259776,257044
280892,261320,257475
282949,259693,258633
282846,259874,258394
281460,261440,258787
284075,261578,258388
284223,261314,259469
275620,261602,258654
283973,261308,258047
284694,261746,259123
284467,261772,234064
284813,261965,254933
284954,230084,258898
284988,261809,259548
285114,263725,259904
284870,263913,172286
286352,199976,251674
285844,259729,260496
279213,264654,260818
286761,260681,255837
284367,264975,261154
286775,264836,259776
238453,264303,261320
236380,265102,259693
286389,263851,259874
287635,265403,261440
287102,255309,261578
287781,265905,261314
287662,265244,261602
287280,266459,261308
288332,266914,261746
285851,266783,261772
288655,246810,261965
285840,266257,230084
287656,267563,261809
282237,267570,263725
291975,267762,263913
292286,124950,262749
292847,267581,199976
287780,268034,259729
288786,268537,264654
293006,259612,260681
293390,266795,264975
293532,267156,264836
293748,268061,264303
293631,268290,265102
294147,268477,263851
294225,244326,265403
294740,269642,255309
295207,269639,265905
296645,244501,265244
296181,269334,266459
295947,269646,266654
297553,269129,266914
297149,268282,266783
297918,269768,246810
297920,269923,266257
295062,270077,267563
299600,270244,267570
299349,270239,267577
282477,267120,267762
300766,268491,124950
299617,270233,267599
301382,270563,267581
302084,270695,268034
301925,270696,268537
303854,267211,259612
304612,207568,266795
299610,270689,267156
302249,271098,268061
303457,270909,268290
306677,270692,268477
307465,271725,244326
307956,271597,269642
308138,271558,269639
308443,261160,244501
307810,271591,269334
305950,271126,269646
292109,265245,269129
309427,271825,268282
307336,270545,269768
305851,272114,269923
307353,267806,270077
310971,268010,270244
304626,272636,270239
311264,272649,267120
312036,273007,268491
312006,271596,270233
311483,273366,270563
310457,273374,270695
312030,225695,270696
310251,273377,267211
311678,273367,207568
310416,273556,270253
301493,274218,270689
302367,274234,271098
310057,275258,270909
311831,274257,270692
311496,274941,271725
313292,275271,271597
312767,275008,271558
313069,275420,261160
312529,272847,271591
229538,274927,271126
309071,271865,265245
313645,271109,271825
313835,271500,270545
314070,273998,272114
314199,275430,267806
314218,270451,268010
314203,272090,272441
314631,276006,272636
315035,271866,267535
314190,275837,272649
312531,272130,273007
317267,274778,273169
316674,275410,271596
312859,276408,273028
318062,276239,273366
321540,261726,273374
331333,159857,225695
333860,275601,273377
299248,276216,273367
340767,276266,273556
336767,276242,274218
362714,276441,274234
368682,276456,275258
375600,276430,273535
361443,276656,274257
375294,224242,274941
410905,276828,275271
405749,190722,275008
415915,277047,275420
417291,270217,272847
417305,235504,274927
320365,277413,271865
414088,269124,271109
416703,276409,271500
416987,275622,273998
403306,278706,275430
