accuracy@1,accuracy@5,accuracy@10
225329,225329,225329
221411,181864,181864
207909,221411,221411
225997,224462,224462
225593,210854,210854
211181,207909,207909
224941,225997,225997
192646,225593,225593
196676,211181,211181
130470,220465,220465
197238,224941,224941
158243,192646,192646
223015,196676,196676
226229,153365,153365
226022,130470,143358
223512,197238,130470
226363,125866,197238
174014,158243,187036
225677,223015,125866
214381,169839,158243
228287,226229,223015
148094,226022,169839
228968,223512,226229
230071,226363,226022
230912,174014,223512
219558,225677,226363
231884,214381,174014
201774,228287,225975
229181,226016,225677
232475,229377,214381
232965,229172,228287
232499,148094,226016
233351,228770,229377
233485,229841,229172
233969,228968,148094
233595,230071,228770
234119,229680,229841
233638,229776,228968
233844,230912,230071
234732,219558,229680
234437,231009,229776
217378,230489,230388
219437,231192,230912
235617,231606,219558
235329,231884,231009
164437,201774,230489
235806,226007,231148
235847,229181,223926
232689,232475,229520
210988,228282,231192
237432,225404,231303
237138,232163,227965
127971,232965,227974
237986,231882,231606
238847,232499,231884
211202,233351,201774
226369,233485,231787
236312,232617,226007
239220,233867,229181
239482,233969,232017
241490,233595,232475
241380,234119,228282
240190,233598,225404
241443,234271,232163
242030,233638,232965
240817,233844,231882
241720,234732,232499
242484,234437,231877
210441,234823,233351
242263,217378,233485
243232,219437,232617
243037,235219,233867
241062,235617,233969
231776,235329,233595
49996,164437,234119
244574,235348,233598
245185,235806,234271
244931,235847,233638
244472,232689,233844
244318,236419,234732
247649,236669,234437
248266,210988,234823
247237,230120,217378
248167,237432,219437
211696,236524,235219
248731,236689,235617
249286,226090,235329
249608,236937,235324
248551,237138,164437
242716,54525,235348
250782,237675,235806
250976,127971,227914
250172,237986,235847
251442,238149,232689
249880,238847,223390
251469,211202,236419
210443,226369,236669
222791,236312,210988
252464,239231,230120
252749,239220,237432
252747,86745,236524
246541,236634,236689
246274,239482,226090
252245,84552,236937
253294,241490,237138
253720,241380,54525
253058,240190,237675
253265,241443,127971
253057,242030,237986
253254,240817,238149
254607,242003,238847
248921,241720,211202
253673,242484,226369
255282,242414,236312
245523,210441,239231
256350,97496,239220
233303,242263,86745
257056,242603,236634
256770,243232,211536
256870,243037,239482
257238,241062,84552
257614,196884,241490
257534,231776,241380
257967,49996,240190
258134,244574,241443
250179,245185,242030
258975,244931,240817
256169,244472,232688
258970,244318,242003
258978,247318,241720
245783,247083,242484
259910,247290,242414
260076,247649,210441
199964,248266,97496
256173,247557,242263
242838,247237,242603
237517,247728,243232
182914,248167,243037
256825,247069,241062
261354,248467,196884
261576,248950,244234
262939,211696,231776
256346,248731,49996
262767,249286,244574
258727,249608,245185
260761,248551,245379
263603,250327,244931
257188,242716,244472
263971,250782,244318
264703,211048,145890
264762,250859,247318
265991,251084,247083
265481,250193,247290
266499,250976,247649
266516,251007,248266
266475,249001,247557
255000,250172,247237
266828,249003,247728
267103,251442,248167
267752,249880,247069
265947,251469,248467
268389,225266,248735
267886,251583,248950
268543,210443,211696
253214,222791,248731
268787,251779,249286
269305,252460,249608
267468,252464,248551
269599,247558,250327
213185,252678,242716
269533,252424,250782
267895,252749,211048
270177,252747,250859
136515,246541,251084
266974,246274,250193
263589,252245,250976
185204,239141,251007
270663,253294,249001
270880,253720,250172
270406,253058,50228
271017,253265,249003
268651,253057,251442
270670,253254,249880
271179,251762,251469
271634,254607,225266
272259,254947,251516
222783,128804,251583
272631,248921,251128
253056,253673,210443
267680,255282,251618
273117,245523,222791
271384,256350,251779
273521,233303,252460
273631,256688,252464
274295,257056,247558
264560,256687,252678
274169,256770,252424
236808,256845,252895
274931,256685,252749
274022,256870,252427
271029,257238,252747
245278,257614,246541
274274,257534,246274
273099,256476,252245
274890,117934,239141
254861,257967,253294
270316,258134,253189
270676,250179,253720
270495,258309,253058
275484,258975,253265
